date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200405,-1.7466,-0.5434,-0.274,-0.6754,0.6726,1.1742,2.1348,1.2569,1.5887,2.7809,1.5225,2.1105,1.8389,1.8406,1.5535,1.2248,2.0344,2.3672,1.8173,4.1203,0.8911,2.0291,1.1356,0.0967,1.2422
200406,0.9516,4.5493,4.4701,3.4567,3.9957,3.4786,5.2141,5.7074,5.5144,7.6978,2.328,4.4155,2.6534,1.2265,3.8044,1.6128,3.1268,1.8976,3.3797,4.2411,1.7811,0.6508,0.4436,2.9121,2.31
200407,-13.0386,-8.012,-7.1173,-5.6924,-4.3559,-8.4968,-8.5323,-4.9187,-5.4082,-4.6147,-8.9888,-5.6116,-3.6903,-3.4522,-3.8066,-6.5705,-4.8784,-3.7866,-5.8927,-2.6397,-4.9807,-0.6596,-1.3031,-2.8216,-0.893
200408,-1.6386,-0.256,-1.1608,-1.3782,-1.8684,-4.5205,-1.6284,-0.4839,0.8655,1.2377,-2.7564,-0.6583,0.3901,1.0434,-2.199,-0.854,-1.3733,0.2802,0.9576,0.5203,-0.274,1.5461,1.2663,0.9677,-0.1074
200409,4.7089,4.763,4.8344,4.7795,3.8682,8.0374,6.3119,5.6209,3.9765,3.5301,4.1341,4.1815,3.6333,2.8916,4.8858,2.9686,3.1656,5.0466,2.7861,2.7952,0.0787,1.2284,2.5803,1.7357,3.7306
200410,1.7911,2.541,2.595,1.2406,0.2237,3.4237,3.1291,1.1826,0.7933,2.8207,1.7038,3.9429,2.4072,0.0167,2.3191,3.4425,3.1461,2.2002,1.0372,-0.3894,1.3944,0.6088,2.7207,1.0023,2.6451
200411,10.9005,8.5675,8.6127,8.0088,8.9514,7.3493,9.5072,9.4224,9.3561,9.3685,6.8997,5.9205,7.8605,6.2942,9.485,5.6315,7.3803,7.0797,6.6362,7.6319,3.241,4.2312,5.2821,3.6715,6.0541
200412,5.0982,4.6731,4.3611,2.9109,5.963,3.6165,3.4949,2.3109,2.4869,3.2134,5.6778,3.3344,2.2541,1.9261,2.628,4.1582,4.0461,4.1987,4.4588,3.7943,3.7779,2.3569,2.547,5.3797,2.7714
200501,-6.1296,-4.4685,-4.2289,-3.2209,-1.3954,-5.5879,-4.1751,-2.2619,-3.1971,-2.8364,-3.589,-3.9222,-3.7856,-0.2762,-2.8709,-2.7182,-3.6962,-2.6539,-2.2192,-2.4265,-3.146,-1.9094,-1.2069,-1.9397,0.3739
200502,-1.1691,-0.0281,-0.296,0.7878,2.9979,2.3561,1.9433,3.4859,3.7739,2.3154,1.0314,2.4098,2.9065,1.6684,4.0602,2.3669,2.551,3.2995,3.2258,3.2408,0.9489,4.4907,2.5624,0.5174,5.0656
200503,-6.2173,-2.4139,-3.3198,-2.8311,-2.5616,-4.3575,-2.3274,-2.7012,-0.4434,-0.2989,-1.7045,-2.3897,-2.5504,-2.392,-0.9627,-1.8594,-0.7568,0.2848,-1.4861,-0.7946,-1.1191,-3.8655,-0.8902,-0.0407,-0.5454
200504,-6.2759,-6.4223,-5.4145,-6.4698,-6.2247,-7.6302,-6.2482,-6.3754,-6.0901,-4.7977,-5.0783,-4.4697,-5.3481,-4.2422,-4.8383,-3.8919,-4.5052,-4.5006,-3.0246,-2.1264,-1.1988,-1.876,-2.7052,-1.1286,-2.6218
200505,6.8561,6.5136,4.9566,4.2816,4.918,9.3822,8.3113,7.4366,5.5867,7.085,6.1843,6.2726,5.4651,4.303,7.0883,6.0283,6.2238,5.0814,5.7668,5.6839,3.8995,2.0825,1.9208,2.3482,4.2088
200506,4.076,3.7825,3.7476,4.3338,5.4589,1.9509,4.3072,4.1902,4.3313,5.3543,1.8453,2.9732,2.613,4.1758,3.7013,0.9342,2.5477,3.5045,4.858,3.1209,-1.6079,1.1379,2.1491,1.3035,3.2827
200507,7.7364,8.3884,6.6739,6.8291,6.9167,7.4383,6.7102,7.7134,5.9872,5.5268,4.7496,6.5048,6.1549,5.8188,3.4977,6.3349,5.4924,4.9151,6.6522,4.5139,4.5103,3.2033,1.8868,2.4026,4.2129
200508,-2.8734,-0.7867,-0.9965,-1.1298,-0.5584,-2.4047,-1.3969,-1.1071,-2.1569,-1.5414,-2.4985,-0.9136,-0.6908,-0.9875,-1.0382,-2.2463,0.051,0.1922,0.6407,-1.7914,-1.5931,-1.103,-0.2651,0.5128,-0.3609
200509,0.9802,1.767,0.4495,0.9917,-0.7703,0.2951,1.6746,0.9843,-0.7448,1.2304,-0.6941,2.1788,1.4672,-0.5003,0.7596,0.0238,0.5766,1.423,2.7724,2.1777,-0.2387,1.169,2.4756,1.04,2.1945
200510,-3.4997,-3.954,-2.6105,-2.4568,-1.9513,-3.8903,-1.824,-2.7509,-2.9695,-2.3065,-3.0351,-4.4864,-2.0759,-3.891,-3.2426,-1.2757,-3.3713,-2.446,-4.4879,-3.0883,-0.1864,-3.3609,-1.5437,-0.9026,-1.1172
200511,5.0427,4.0086,4.8064,4.2822,3.9074,5.2698,4.6836,4.7762,4.8996,4.2109,7.1437,6.6323,3.8747,4.5389,1.3223,5.1999,4.7097,3.6956,4.0559,4.2626,3.6915,4.157,3.6993,3.4594,2.3469
200512,-0.3002,0.2277,-0.4332,-0.1243,0.9232,0.0976,-0.8408,-0.3333,-0.6424,-0.9254,0.9567,0.4653,0.713,0.5059,-0.5706,0.1781,1.6417,2.1303,1.768,0.4156,-0.8562,-0.1749,0.8836,0.8338,-0.4712
200601,11.8387,9.1602,8.2748,8.6825,8.5947,7.1313,9.4375,9.5658,9.8484,7.51,6.0484,7.8397,7.531,6.5592,6.011,4.9935,5.3188,4.5308,3.7686,4.1687,0.9833,3.3175,2.4283,3.8847,3.7972
200602,-0.4739,0.5677,0.3402,-0.6538,-0.0602,-0.2494,-0.4082,-0.7589,-0.4352,-0.5411,0.4872,-1.0576,-0.3757,-2.4944,-0.6735,0.4686,-0.0765,-0.4379,-1.4451,1.7588,0.0801,0.348,0.3793,0.6151,-1.1744
200603,3.9798,4.7517,4.8232,5.236,6.797,3.4209,4.8626,7.2725,4.1736,4.7347,4.7427,4.2286,3.3798,2.0555,2.0171,3.3257,2.3472,2.9542,2.3322,2.1155,0.8277,2.1256,1.3714,0.8512,0.8154
200604,-1.2955,-1.5056,-0.4361,0.8939,1.3302,-0.3755,1.8369,2.332,-0.22,1.2229,-0.9478,-0.6362,1.9277,1.29,1.3562,0.9398,1.1932,0.5945,1.8408,3.5374,-0.6105,1.7527,1.6734,3.0135,5.3455
200605,-9.4893,-6.0416,-4.9497,-4.316,-3.9369,-6.1767,-6.5349,-4.0923,-5.0725,-3.1781,-6.1358,-5.5949,-3.4477,-3.3177,-2.5725,-5.011,-3.4157,-2.2367,-3.5249,-2.8534,-2.7391,-2.9551,-2.7179,-1.4355,-2.5715
200606,-0.7835,-0.3895,-1.4693,0.0772,-0.443,0.303,1.3421,-0.4221,0.6648,-0.5353,-0.7446,-0.7369,-0.1201,-0.5374,-0.0401,-0.2001,-2.3968,-0.0286,0.4779,-0.8956,0.3994,-0.6421,1.0376,0.145,1.3871
200607,-5.9125,-3.7551,-3.3846,-2.2622,-2.4877,-5.0905,-4.815,-3.0687,-1.6024,-3.4768,-6.2076,-3.1862,-4.1275,-1.6686,-1.2299,-4.5846,-3.0291,-2.6941,-3.487,-1.0051,-1.0375,1.4299,2.2716,2.0945,2.8351
200608,3.2746,2.6188,3.1933,2.0115,2.8096,3.2061,2.7657,3.4079,3.5971,1.3307,2.7505,1.9588,2.0792,2.8174,2.7734,1.108,3.4593,1.218,2.9325,2.6613,3.8967,2.6791,2.1126,0.1332,-0.2018
200609,-0.2123,0.0412,0.0659,0.3373,2.2003,0.1542,1.3881,1.0596,2.0275,0.8627,1.5729,0.4502,1.9173,0.5794,0.4705,1.9895,2.4995,1.3498,1.7341,0.7682,2.4908,2.8334,2.2117,2.2558,4.2822
200610,7.0312,6.2578,6.0229,5.1123,4.9608,6.4974,5.635,4.5361,4.6407,4.6865,5.6456,4.6797,3.6502,3.6019,5.4325,4.1656,4.6449,2.9778,3.4274,2.5931,3.5119,1.8104,3.1805,4.13,4.5885
200611,0.7024,3.5897,1.629,1.9476,2.552,1.9355,2.8707,2.4219,3.3474,2.7652,3.6765,3.9913,4.1087,3.7931,3.9446,3.9136,3.5036,3.6298,2.7257,4.4043,1.1245,2.6123,1.878,1.9869,0.0539
200612,0.6021,0.2314,1.5397,2.3052,3.5934,-1.786,-1.1589,0.8115,0.2524,2.0307,-0.7773,-0.1655,0.8932,0.7501,1.0969,-1.2041,0.1829,0.1748,1.7188,2.5014,0.1647,1.2883,3.2617,2.6662,3.0924
200701,1.5624,0.4707,0.0704,0.2818,2.9762,2.3717,1.1432,0.6548,1.2981,2.5414,4.4473,2.3625,2.1412,3.3469,1.2426,4.4863,3.4278,2.3367,2.0831,1.1948,2.2627,0.697,1.286,0.7637,2.6048
200702,-0.5028,-0.742,-0.8829,-0.6386,-0.0999,-1.1195,-0.3056,0.1911,-1.6581,0.1104,0.5867,0.4533,1.7326,0.0869,1.1229,-0.3665,0.2557,0.6298,0.7751,0.3075,-2.3951,-1.2403,-3.2732,-1.0939,-3.0891
200703,0.4532,-0.0679,1.0804,1.3481,0.5041,1.1572,1.1448,0.4765,0.6653,-0.653,3.048,2.6388,1.5112,0.7655,1.0732,1.4194,0.8569,0.8334,-0.1773,3.141,0.7075,1.0842,2.248,1.2433,-0.4976
200704,3.469,0.774,0.1107,0.1953,1.4231,2.3989,2.5945,1.9055,0.6899,1.8457,4.3126,3.7312,4.5949,2.6801,2.0719,4.2475,4.889,4.8084,3.8923,2.6952,5.4565,3.8398,3.8492,2.4396,4.791
200705,2.2316,3.6418,2.1826,3.3291,2.569,3.5267,4.315,4.0926,1.6507,4.1245,7.2012,5.3538,5.1336,4.1218,3.4212,4.5476,3.1562,5.0575,4.7335,2.3321,2.7906,4.1723,4.1781,3.0435,2.6759
200706,0.2611,-0.2329,-0.9229,-0.4725,-0.1064,-1.3978,-2.0503,-1.2992,-2.6207,-1.6646,-1.0358,-0.136,-0.3858,-1.5529,-3.3635,-1.0477,-1.5733,-2.49,-3.5865,-1.8039,-1.7255,-0.1995,-2.2241,-2.7944,-2.2027
200707,-5.505,-6.8748,-6.3948,-6.8535,-8.2714,-4.3768,-6.3418,-4.7334,-7.6279,-9.3212,-3.1218,-3.3098,-4.926,-6.5857,-6.4191,-3.2857,-3.8784,-4.841,-5.425,-8.483,-1.0019,-1.5552,-4.2679,-5.5637,-4.8904
200708,1.0948,1.057,1.2082,1.3669,-3.1671,2.4503,2.5764,2.7357,3.3869,-0.7286,-0.5807,2.8761,0.371,0.1555,-2.4422,1.2481,0.9895,-1.5772,-0.9288,-1.5263,1.8398,2.2004,1.827,1.9812,0.0726
200709,2.1319,2.8682,0.2467,0.94,-1.2646,3.2236,1.0076,0.4918,0.6525,-0.1311,3.5365,3.3012,1.702,1.6112,1.4279,3.7676,3.2857,0.6966,1.7437,0.4563,5.241,3.4455,2.9273,2.365,4.2073
200710,3.4021,1.3938,-0.3696,0.7867,-1.349,3.8453,4.363,0.3535,2.1943,-0.0004,4.5397,2.0383,4.1078,-0.0433,3.4416,3.3178,3.057,1.5302,2.1667,-3.2273,4.2189,1.7187,0.9772,0.2334,-0.4321
200711,-9.8419,-8.6156,-7.9227,-7.5306,-9.3005,-6.5941,-7.1949,-6.6304,-6.4025,-8.3017,-5.5206,-6.9684,-6.228,-6.1251,-4.7019,-4.6244,-4.4097,-7.2381,-5.2767,-7.028,-3.2917,-2.2451,-5.6015,-5.1197,-5.4514
200712,-0.9805,0.9193,-1.7183,-0.5258,-1.216,1.2049,0.2949,-0.2124,0.1658,-0.6859,-1.1909,-1.4249,-0.4688,-1.4673,-0.7029,-0.0676,1.305,-3.6221,-2.2153,-2.7488,-0.2225,-0.9686,-0.7986,-1.716,1.3036
200801,-11.3389,-8.6009,-7.0546,-4.9857,-4.6368,-9.573,-6.8142,-8.0893,-2.8745,-4.1549,-6.7887,-6.489,-6.0628,-2.8084,-6.6877,-6.7399,-8.2495,-3.2165,-5.3477,-2.7778,-8.1127,-5.2942,-4.2846,-2.8864,-4.5634
200802,-5.8385,-3.9278,-4.7374,-2.4484,-4.12,-4.881,-0.9142,-2.3849,-3.6592,-3.4122,-2.9794,-1.7348,-2.5408,-1.2874,-2.8896,-0.7508,-0.977,-2.995,-3.415,-5.7699,-2.3019,-1.9043,-3.9149,-5.474,-5.3707
200803,-3.7267,-1.6266,1.5193,0.4281,-0.378,-0.3118,1.2353,1.7739,1.9433,0.6727,-3.4585,1.0755,-1.7885,-1.2567,-0.3459,-0.1445,-2.0241,-3.0735,-2.2999,-0.6905,-0.1037,2.4293,-3.6924,-3.6383,1.1015
200804,3.5417,3.5478,1.2196,0.0668,0.9568,3.0128,3.995,3.0275,2.6728,1.0242,7.3994,7.2973,8.3087,9.8791,7.5446,6.3457,6.5915,5.3185,7.451,2.727,4.4174,1.3024,7.5463,3.5402,6.181
200805,5.5346,4.6521,2.6012,3.1073,1.8702,7.1185,5.1096,6.4282,5.0229,3.5545,3.8684,3.9747,6.9106,5.1512,4.095,4.4323,5.5527,5.0116,4.3344,3.5303,2.8256,0.1386,0.7709,-1.9239,1.8479
200806,-6.2603,-8.5164,-10.9717,-7.2706,-10.1036,-7.5557,-5.6431,-7.2465,-7.882,-10.4079,-7.3731,-8.0698,-6.1219,-9.4634,-4.583,-5.901,-9.4551,-7.4731,-7.1843,-14.9321,-6.2086,-9.016,-8.363,-14.3368,-10.0474
200807,4.4645,4.443,5.0585,7.1495,3.5788,2.3666,2.6066,4.7498,4.3761,6.0935,0.6211,-0.6223,1.6881,0.058,5.3619,-1.0566,-1.116,-6.5601,-2.4853,-3.0399,-1.6546,-1.2251,-1.9844,3.333,8.114
200808,0.7997,3.404,2.6638,3.6324,6.6478,4.5003,4.3331,4.4557,5.8832,11.1789,2.6374,3.6003,4.7471,2.0364,5.6931,0.8961,2.1956,2.9494,4.1753,1.8639,1.1183,1.4864,1.9538,-1.8156,-0.3483
200809,-13.5574,-9.5016,-8.3557,-4.4565,-6.1317,-8.5678,-8.5761,-7.3941,-3.8019,-7.4505,-14.288,-11.2833,-7.1695,-7.5611,-6.2841,-14.0473,-12.5756,-12.9705,-10.4591,-9.574,-9.535,-8.8751,-6.9822,-7.3066,-3.8912
200810,-23.9758,-19.4794,-20.0423,-16.3322,-21.9069,-22.9228,-23.6408,-18.5701,-18.9739,-22.4296,-22.8827,-19.4837,-16.6662,-19.2051,-21.3919,-20.4819,-20.4833,-25.7854,-21.5963,-17.2727,-14.8649,-14.9081,-14.1013,-27.5146,-13.5312
200811,-13.3372,-11.8804,-13.3963,-12.0348,-15.7599,-10.6237,-10.3881,-11.2374,-9.4055,-16.9643,-12.5447,-10.5137,-8.9038,-9.0541,-7.264,-8.3591,-8.9633,-8.4984,-8.2427,-16.5726,-5.8448,-5.0911,-6.5538,-14.7187,-17.8346
200812,3.1948,5.8656,6.7701,2.7714,3.9004,4.4372,4.6276,6.7718,6.0961,6.5999,6.9327,3.8935,1.8707,2.4173,9.9854,4.3391,6.981,1.8498,3.7407,2.0301,1.3767,1.2256,0.3308,-1.8431,3.7101
200901,-6.735,-8.4002,-9.3621,-16.338,-15.1121,-6.8336,-7.4818,-10.5537,-13.7663,-18.055,-6.195,-8.4509,-8.4152,-8.7783,-17.9776,-4.5413,-6.588,-6.5948,-8.8446,-16.26,-3.5694,-9.007,-10.719,-19.4782,-14.3186
200902,-11.1953,-10.6033,-12.4595,-14.0641,-14.7469,-10.2171,-9.0436,-11.0414,-14.5637,-19.7093,-6.5006,-10.0532,-9.7619,-13.4002,-10.9819,-6.5874,-8.7224,-11.3405,-13.4037,-13.9877,-7.46,-10.0041,-12.1961,-19.1708,-12.3397
200903,11.0693,10.8975,10.6573,8.065,10.1016,8.9492,10.6005,10.243,8.362,15.0725,8.754,8.8465,10.0403,7.9808,13.4607,8.2781,9.6586,9.288,9.5828,10.1064,8.3272,7.9456,9.3645,13.05,10.9305
200904,18.5614,15.6066,16.4116,18.1199,17.4418,15.5526,19.2532,15.3562,14.7072,17.8303,14.3821,19.4009,12.8553,16.1764,16.1011,11.7594,13.7219,15.6196,15.0181,17.3529,6.8161,6.938,11.5979,14.7983,20.2523
200905,6.5546,5.0915,5.3866,4.4275,3.4405,5.2394,3.2904,2.0026,0.8511,5.4845,3.8533,0.9939,3.0097,1.9989,-1.5222,3.9684,2.1596,3.4506,9.5208,4.2117,4.8448,5.7458,5.0971,7.1336,9.9297
200906,7.6889,5.3793,5.3012,2.3638,3.0842,6.448,1.5852,0.6372,-1.3887,0.3688,1.8202,0.8441,-1.4658,0.7568,-0.1895,1.9149,0.8778,-0.6414,-1.2741,-0.1725,1.7084,-1.4331,-0.2496,-0.7585,-2.7735
200907,8.738,6.9957,9.3481,9.6915,13.4877,5.9751,7.9204,11.4622,11.8233,12.9337,7.1222,9.7631,10.5828,12.1025,15.708,8.1378,7.5432,9.2336,10.8136,10.7918,6.0661,8.9598,7.066,8.8733,9.238
200908,3.0551,1.6714,3.4885,4.329,10.498,0.066,2.01,1.674,3.1445,8.6898,0.9621,0.9481,4.3969,4.0541,11.962,1.9632,4.5775,2.6719,6.0308,15.4409,1.1411,3.7921,3.2537,6.7787,15.1805
200909,4.4817,5.8321,4.5596,6.7836,8.7069,8.217,7.1463,5.724,6.6605,7.5829,6.6032,3.9621,7.1148,7.6799,8.4429,6.7705,5.8479,6.0368,5.0573,8.0998,3.4934,3.6018,2.6076,5.7162,0.5442
200910,-10.5746,-7.7688,-6.5258,-8.0987,-8.8428,-7.405,-5.922,-5.7406,-8.827,-10.452,-5.0262,-3.3552,-5.8286,-6.1323,-10.0013,-4.524,-2.7529,-4.262,-6.6106,-6.4393,0.3454,-2.0125,-2.0003,-3.7599,-9.7932
200911,0.078,-0.4148,2.6077,1.9255,1.3772,2.5392,1.086,2.1515,3.4162,6.136,3.1719,3.2301,2.4796,6.2164,6.8789,4.783,4.6844,4.4734,3.6879,4.8801,7.0955,5.7781,3.5898,4.1678,5.2855
200912,6.1605,8.9536,7.5998,7.9132,10.1571,9.3585,10.2223,8.7056,7.1737,8.8384,7.1439,7.3519,6.9548,8.0308,7.7061,6.1666,4.7578,7.4318,5.5995,6.5513,0.8631,2.3251,4.1673,1.6401,-3.6412
201001,-4.0998,-5.4544,-4.2948,-3.3276,-1.0043,-3.1897,-2.6869,-1.2929,-3.3662,-3.6952,-3.6201,-3.4525,-4.6958,-3.4711,-2.6307,-3.5696,-3.9299,-5.5826,-1.5295,-1.9069,-4.2357,-3.5587,-0.5339,-5.3813,0.1016
201002,4.2303,4.5206,4.5742,4.9594,7.4979,2.129,3.0098,3.0072,6.0486,5.2454,4.3043,4.1913,4.6781,6.2943,9.1402,5.0408,7.3368,3.7245,3.9716,6.1466,2.5734,2.1702,3.7171,4.5263,6.0574
201003,6.9235,6.9794,7.7357,7.387,9.9269,7.026,7.6888,7.5621,8.0617,11.59,9.2806,6.6574,9.8314,6.9017,7.7237,7.9794,7.4195,7.5668,5.2583,11.8818,4.9695,6.0673,5.6368,6.7314,8.2293
201004,6.5152,7.3039,6.1714,9.6859,11.8481,2.0151,5.6918,4.4084,6.7689,7.6663,2.8453,5.3693,3.3272,7.8524,4.8687,3.8847,4.0013,3.6074,6.9807,5.0463,0.3844,2.6868,1.3047,-1.9666,3.5721
201005,-6.8926,-5.1172,-7.2476,-9.1005,-10.4131,-4.7043,-6.2994,-7.049,-9.1821,-9.8489,-6.2453,-5.9767,-7.074,-9.7905,-9.6745,-5.3885,-8.0677,-8.8893,-7.0444,-8.2428,-7.4263,-8.1929,-8.9314,-7.5504,-9.672
201006,-6.6716,-6.9399,-6.8174,-6.9138,-11.9103,-5.4441,-5.9258,-6.9538,-9.7828,-13.0845,-5.6384,-6.0903,-7.4597,-7.4913,-12.0764,-4.6218,-6.4476,-7.3882,-8.17,-9.2399,-3.8882,-6.5075,-3.1601,-7.5684,-9.7235
201007,6.188,4.7879,6.9109,6.612,5.8601,6.7694,8.1097,6.4637,7.1813,6.6334,6.4479,7.506,5.4776,8.3101,7.4844,6.9666,6.6874,7.9107,8.8,6.0597,7.26,5.3213,7.6317,7.3317,5.2572
201008,-8.6309,-8.8038,-8.48,-9.3987,-9.4751,-5.4964,-8.4982,-7.2532,-7.6199,-7.6041,-4.7339,-6.283,-7.5184,-6.7735,-6.9591,-4.2073,-4.6007,-5.4894,-3.9109,-6.4425,-4.0978,-3.3967,-1.4773,-6.9825,-8.9124
201009,11.5176,11.2124,12.7001,12.299,10.0249,14.5716,15.2492,12.5832,10.9669,11.7405,13.0824,14.1984,12.4763,11.2944,10.9342,12.3463,11.3769,10.0751,8.2172,10.2859,10.3115,7.8833,7.9807,7.6396,6.9487
201010,6.508,5.8277,5.6089,5.2022,3.474,3.9221,4.172,4.1101,2.9902,2.6994,4.5931,3.2958,5.695,3.4485,4.1151,2.672,4.7941,2.9601,2.9214,-0.0404,4.8465,4.1971,3.7727,1.9889,-0.2838
201011,1.6598,3.6523,5.1524,4.8165,2.9477,3.339,4.2851,3.6306,3.39,3.7101,4.1353,6.1076,1.7559,4.276,1.5668,4.6122,3.3806,3.0708,1.2559,-0.0326,-0.8245,1.876,-1.2166,0.3996,-3.3921
201012,10.0899,7.8095,7.7666,8.4812,9.5713,7.3328,7.0407,8.1471,8.2132,10.0904,6.6436,8.4489,8.179,7.3916,7.7408,5.0918,7.0936,8.1056,6.9999,9.7,4.6329,6.0213,6.5922,9.6337,14.0458
201101,-2.9409,-1.8687,-1.1407,-1.0391,-1.16,0.6042,-0.6729,2.175,0.2616,1.8746,2.1132,1.8544,0.1361,3.2892,0.2689,1.8484,3.494,1.5657,2.7854,0.4652,1.5087,3.2206,1.7227,3.702,3.2432
201102,1.4528,5.3265,4.2949,4.427,6.4404,5.3646,7.0122,5.5262,5.3128,5.5638,5.6815,6.4085,4.6686,5.5363,4.3724,3.9013,4.1757,4.0629,4.7634,2.4369,1.9924,3.7618,4.6942,4.099,3.9122
201103,3.4954,4.5892,1.4119,1.8937,1.55,3.4244,3.3406,2.6449,1.6611,3.1016,4.3712,2.708,3.0265,2.01,1.2214,1.8569,3.3694,2.1933,2.2237,-0.1913,0.2263,-0.6048,1.9518,-1.3607,-3.2773
201104,2.4719,0.5553,1.1112,1.3875,0.3364,4.0933,2.0262,2.1692,2.2716,0.0911,4.142,3.6603,3.2062,3.0694,1.8392,3.5342,1.565,1.4766,3.57,2.5027,3.5252,4.5012,3.5875,0.2509,1.0548
201105,-1.1264,-0.7909,-1.8444,-4.2001,-2.9989,-1.8182,-1.3699,-0.5496,-3.3959,-3.2626,-1.3889,-1.2975,-1.889,-3.8255,-0.8533,0.1771,-0.7085,-1.3872,-1.9614,-0.1293,-0.3195,-1.7318,-0.9254,-2.737,-3.7114
201106,-4.4417,-3.6603,-2.6458,-1.3961,-2.6632,-0.4739,-2.2133,-1.4788,-0.4143,-1.6659,-1.302,-1.9572,-1.8608,-1.0082,-3.7726,-1.5115,-2.1706,-3.1466,-1.3582,-2.5214,-1.2623,-1.6445,-1.8187,-1.9653,-2.744
201107,-5.0671,-3.0419,-3.1166,-1.2078,-1.4842,-3.8343,-3.5104,-5.0122,-3.3235,-5.2587,-4.8637,-3.955,-3.0577,-5.3992,-3.5756,-4.1769,-3.7441,-3.1855,-1.8129,-4.0047,0.1899,-1.858,-1.5809,-4.103,-5.0688
201108,-11.5173,-12.0968,-9.0666,-10.4112,-9.8237,-10.1563,-8.3333,-10.3702,-8.0353,-11.156,-7.6588,-8.3597,-8.157,-9.3143,-8.4305,-7.917,-8.4099,-8.1504,-7.6013,-6.7304,-3.8236,-4.5205,-7.1226,-2.9445,-11.833
201109,-11.3649,-12.5768,-10.5053,-10.7209,-10.3567,-10.451,-10.8843,-12.6551,-9.4724,-12.3095,-10.4337,-12.1144,-13.0545,-11.1833,-10.5285,-9.1814,-11.7976,-11.6588,-8.3383,-9.4303,-6.3483,-4.8109,-6.946,-5.389,-14.1311
201110,12.3434,15.2798,14.0173,14.7572,10.1765,17.9564,14.5784,16.2947,15.2838,14.8749,14.1727,16.5214,16.7075,16.2216,11.4547,14.5511,15.7798,14.9542,11.1977,12.5566,9.3936,10.3243,12.4559,8.587,15.1363
201111,-2.3097,-1.3578,-2.6856,-1.0608,-0.3303,0.2502,-1.8469,0.345,1.6886,0.3143,-1.8815,1.1789,-0.9085,0.9146,0.3657,-0.8081,-0.3941,1.3244,0.977,-1.4951,-0.4105,1.1595,0.5225,1.047,-6.567
201112,-0.7467,2.2342,0.872,1.7766,1.3752,-0.8609,0.953,1.2408,0.6369,1.2456,-2.8128,-0.2062,0.9148,1.1122,1.7398,-2.3609,0.7686,-0.0831,3.7412,-0.4664,-0.5544,1.1551,3.0607,2.7236,0.9304
201201,12.4738,8.0953,7.7851,7.28,7.7202,8.1678,5.2446,8.1392,5.5052,4.9076,8.8824,5.2676,6.9713,5.6869,3.5795,9.7521,6.2529,4.9538,2.455,4.4317,7.0972,2.2762,2.6883,1.3911,10.0236
201202,1.2735,1.1677,1.1225,0.701,2.7737,4.0644,4.1622,1.1911,3.0222,4.4225,4.7241,3.0115,3.5567,3.8876,4.8263,4.6607,4.838,4.2841,3.8716,6.1261,5.2061,3.0168,3.6579,4.9053,6.691
201203,1.8982,3.9053,3.4943,3.2516,4.7375,1.9798,1.9475,3.0652,3.1962,2.8795,1.4537,1.8378,1.6548,1.7765,-0.408,4.1428,0.4209,-0.0057,2.0484,1.6648,4.003,2.3176,1.1052,3.3278,7.797
201204,-4.0308,-1.9376,-2.1384,-1.1651,-0.3931,-0.2272,-1.3228,-2.4002,-2.235,-2.0279,-2.4147,-0.8524,-1.4354,-0.946,0.0966,-0.7221,-0.0618,-0.7592,0.7821,-3.0628,0.0261,-0.7153,-0.7321,-0.2236,-4.2178
201205,-8.7675,-6.0709,-7.0075,-8.111,-4.6362,-5.6311,-5.3551,-7.2529,-5.4393,-7.1884,-7.5319,-6.0806,-8.3964,-6.1159,-6.5605,-6.888,-8.5705,-8.7952,-6.5194,-5.4325,-6.3479,-4.8393,-5.1998,-2.4045,-12.8931
201206,7.2014,7.1907,5.5775,5.3321,5.5247,7.0171,4.9458,4.002,3.3985,4.55,5.2768,3.6331,1.5409,2.388,4.0224,0.604,2.1217,3.9591,3.1113,3.243,2.7914,4.3486,5.4125,5.06,5.6172
201207,-2.3072,1.0635,-2.9872,-1.721,-2.3329,-4.1475,-0.5961,-0.626,-0.9569,-1.0487,-2.684,-0.2421,-0.9824,0.73,-3.7802,-2.1737,0.0641,0.2309,0.1724,-1.0792,1.4009,2.5519,1.3012,1.135,-1.7738
201208,2.5398,0.4824,3.9702,2.9946,3.3106,1.6435,2.4299,2.7883,3.6229,4.0053,5.2187,3.4595,4.7234,4.1774,3.4898,4.3242,4.0528,2.4342,3.8144,6.2962,2.0834,2.3702,1.5846,0.6201,6.5554
201209,4.7943,5.4542,4.5071,4.7301,4.5535,5.3642,3.4737,3.4331,3.8851,4.228,2.8554,1.5524,1.8404,3.1251,3.8875,1.9568,1.8815,2.3756,2.4556,3.5416,1.7792,2.5118,3.6644,3.2574,5.4151
